emotion;hashtag;value
anger;teacher;1,91933E+14
anger;drain;1,91541E+14
anger;rang;1,91541E+14
anger;infection;1,91541E+14
anger;bam;1,91541E+14
anger;jumper;1,91541E+14
anger;nt;1,91541E+14
anger;jobs;1,91337E+14
anger;issues;1,91074E+14
anger;hawks;1,90225E+14
anger;wireless;1,90225E+14
anger;jut;1,90225E+14
anger;screamed;1,90225E+14
anger;tee;1,90225E+14
anger;waits;1,90225E+14
anger;evans;1,90225E+14
anger;whatsoever;1,90225E+14
anger;embarrassment;1,90225E+14
anger;vocabulary;1,90225E+14
anger;gatorade;1,90225E+14
anger;vocal;1,90225E+14
anger;need;1,8977E+14
anger;try;1,89749E+14
anger;saying;1,89129E+14
anger;appt;1,89129E+14
anger;blankets;1,89129E+14
anger;credit;1,88803E+14
anger;advantage;1,88803E+14
anger;pounding;1,88202E+14
anger;jaw;1,88202E+14
anger;8pm;1,88202E+14
anger;britney;1,88202E+14
anger;brushed;1,88202E+14
anger;nap;1,87693E+14
anger;sorted;1,8766E+14
anger;jst;1,87409E+13
anger;helicopter;1,86722E+14
anger;banned;1,86722E+14
anger;makin;1,86722E+14
anger;inch;1,86722E+14
anger;claims;1,86722E+14
anger;bein;1,86121E+14
anger;driven;1,85591E+14
anger;jeep;1,85591E+14
anger;butt;1,85272E+14
anger;fire;1,8515E+14
anger;lotion;1,847E+14
anger;tesco;1,847E+14
anger;bobby;1,847E+14
anger;rolling;1,83978E+14
anger;deffo;1,83978E+14
anger;clothes;1,83535E+14
anger;suggest;1,83383E+14
anger;neck;1,82457E+14
anger;bits;1,82091E+14
anger;b/c;1,81771E+14
anger;arm;1,80404E+14
anger;names;1,79662E+14
anger;stairs;1,79423E+13
anger;unwanted;1,77152E+14
anger;sac;1,77152E+14
anger;graders;1,77152E+14
anger;alll;1,77152E+14
anger;000th;1,77152E+14
anger;throwin;1,77152E+14
anger;dumped;1,77152E+14
anger;mornin;1,77152E+14
anger;hawk;1,77152E+14
anger;ufc;1,77152E+14
anger;whispering;1,77152E+14
anger;instinct;1,77152E+14
anger;#boss;1,77152E+14
anger;nigger;1,77152E+14
anger;promoting;1,77152E+14
anger;snapchatting;1,77152E+14
anger;characters;1,77152E+14
anger;positions;1,77152E+14
anger;explosion;1,77152E+14
anger;attacking;1,77152E+14
anger;sleepin;1,77152E+14
anger;mills;1,77152E+14
anger;pj;1,77152E+14
anger;#itshardformeto;1,77152E+14
anger;#wah;1,77152E+14
anger;#laughing;1,77152E+14
anger;slacking;1,77152E+14
anger;#sister;1,77152E+14
anger;corridor;1,77152E+14
anger;winds;1,77152E+14
anger;#lfc;1,77152E+14
anger;finishes;1,77152E+14
anger;cell;1,77152E+14
anger;buss;1,77152E+14
anger;#embarrassing;1,77152E+14
anger;updated;1,77152E+14
anger;#goodjob;1,77152E+14
anger;hallmark;1,77152E+14
anger;#technology;1,77152E+14
anger;declined;1,77152E+14
anger;ki;1,77152E+14
anger;jamaican;1,77152E+14
anger;crooked;1,77152E+14
anger;#collegeprobs;1,77152E+14
anger;js;1,77152E+14
anger;vans;1,77152E+14
anger;warned;1,77152E+14
anger;insulting;1,77152E+14
anger;peep;1,77152E+14
anger;amounts;1,77152E+14
anger;#storybehindmyscar;1,77152E+14
anger;blackboard;1,77152E+14
anger;wrk;1,77152E+14
anger;#sodone;1,77152E+14
anger;inappropriate;1,77152E+14
anger;opposing;1,77152E+14
anger;sliding;1,77152E+14
anger;puttin;1,77152E+14
anger;technique;1,77152E+14
anger;cheats;1,77152E+14
anger;cycling;1,77152E+14
anger;valuable;1,77152E+14
anger;wana;1,77152E+14
anger;#idontcare;1,77152E+14
anger;shade;1,77152E+14
anger;250;1,77152E+14
anger;emailed;1,77152E+14
anger;swinging;1,77152E+14
anger;mode;1,77152E+14
anger;benitez;1,77152E+14
anger;#hungover;1,77152E+14
anger;stove;1,77152E+14
anger;#ruined;1,77152E+14
anger;hospitals;1,77152E+14
anger;bursting;1,77152E+14
anger;queue;1,77152E+14
anger;#ow;1,77152E+14
anger;leopard;1,77152E+14
anger;residence;1,77152E+14
anger;worst;1,75618E+14
anger;manager;1,75346E+14
anger;early;1,7451E+14
anger;speak;1,73773E+14
anger;hurt;1,73716E+13
anger;hit;1,73408E+14
anger;teachers;1,73299E+14
anger;stays;1,73079E+14
anger;rat;1,72833E+14
anger;pretend;1,72555E+14
anger;waking;1,72454E+14
anger;enter;1,72238E+14
anger;#great;1,72238E+14
anger;johnson;1,72238E+14
anger;damage;1,72238E+14
anger;ma;1,72027E+14
anger;stuff;1,71631E+14
anger;blunt;1,71454E+14
anger;hoodie;1,71454E+14
anger;dnt;1,71299E+13
anger;fag;1,7096E+13
anger;tearing;1,7096E+13
anger;tables;1,70373E+14
anger;#broken;1,70373E+14
anger;photos;1,70242E+14
anger;scarf;1,69662E+14
anger;company;1,69662E+14
anger;whip;1,69662E+14
anger;allowed;1,69662E+14
anger;battery;1,6943E+14
anger;regretting;1,68784E+14
anger;schedule;1,68494E+14
anger;aren;1,68444E+14
anger;sport;1,68263E+14
anger;lighter;1,67674E+14
anger;quote;1,67674E+14
anger;bitter;1,67674E+14
anger;selection;1,67674E+14
anger;wish;1,6679E+14
anger;cracks;1,66223E+14
anger;highway;1,66223E+14
anger;maroon;1,66223E+14
anger;boxes;1,66223E+14
anger;cameron;1,66223E+14
anger;disrespect;1,65318E+14
anger;net;1,65318E+14
anger;contact;1,64882E+14
anger;tl;1,64882E+14
anger;bottom;1,64534E+13
anger;#nojoke;1,64249E+14
anger;#hard;1,64249E+14
anger;wot;1,64249E+14
anger;layout;1,64249E+14
anger;trained;1,64249E+14
anger;prevent;1,64249E+14
anger;circus;1,64249E+14
anger;fighter;1,64249E+14
anger;greedy;1,64249E+14
anger;ig;1,64249E+14
anger;babysitting;1,64249E+14
anger;screams;1,64249E+14
anger;get;1,64112E+14
anger;sisters;1,63709E+14
anger;cars;1,63639E+14
anger;manage;1,63547E+14
anger;packet;1,62968E+14
anger;tool;1,62482E+14
anger;#boring;1,62069E+14
anger;figure;1,61648E+14
anger;importance;1,61404E+14
anger;ra;1,61404E+14
anger;firework;1,61404E+14
anger;excessive;1,61404E+14
anger;ruby;1,61404E+14
anger;amsterdam;1,61404E+14
anger;57;1,61404E+14
anger;lambert;1,61404E+14
anger;sly;1,61404E+14
anger;gap;1,61404E+14
anger;tiny;1,61404E+14
anger;mirrors;1,61404E+14
anger;netball;1,61404E+14
anger;regret;1,61109E+14
anger;cops;1,60485E+14
anger;pen;1,60345E+13
anger;drunk;1,60327E+14
anger;birmingham;1,59453E+13
anger;joint;1,59453E+13
anger;jacket;1,59453E+13
anger;doors;1,58887E+14
anger;something;1,58669E+14
anger;badly;1,57565E+14
anger;82;1,5695E+14
anger;reliable;1,5695E+14
anger;carriage;1,5695E+14
anger;sorrows;1,5695E+14
anger;shorter;1,5695E+14
anger;brent;1,5695E+14
anger;tvs;1,5695E+14
anger;wrapper;1,5695E+14
anger;#theworst;1,5695E+14
anger;scum;1,5695E+14
anger;reverse;1,5695E+14
anger;collecting;1,5695E+14
anger;thr;1,5695E+14
anger;directions;1,5695E+14
anger;cleaner;1,5695E+14
anger;newly;1,5695E+14
anger;yhu;1,5695E+14
anger;nottingham;1,5695E+14
anger;stan;1,5695E+14
anger;stuffed;1,5695E+14
anger;wannabe;1,5695E+14
anger;pavement;1,5695E+14
anger;#tbt;1,5695E+14
anger;resolve;1,5695E+14
anger;lulu;1,5695E+14
anger;shiz;1,5695E+14
anger;talking;1,5639E+14
anger;cheap;1,56099E+14
anger;remind;1,55854E+14
anger;being;1,55727E+14
anger;hates;1,55595E+14
anger;tied;1,55412E+14
anger;everyone;1,55258E+14
anger;conversation;1,55117E+14
anger;backpack;1,54847E+14
anger;lobby;1,54847E+14
anger;washing;1,54847E+14
anger;opinion;1,54372E+14
anger;threw;1,54163E+14
anger;tad;1,53622E+14
anger;pal;1,53622E+14
anger;lax;1,53622E+14
anger;garage;1,53622E+14
anger;cue;1,53622E+14
anger;yur;1,53622E+14
anger;gaming;1,53622E+14
anger;question;1,53427E+14
anger;sundays;1,5282E+14
anger;numbers;1,5282E+14
anger;woke;1,52362E+14
anger;person;1,52307E+14
anger;beds;1,52255E+14
anger;shy;1,52255E+14
anger;talkin;1,51835E+14
anger;shaking;1,51835E+14
anger;account;1,51454E+14
anger;losing;1,51374E+14
anger;letting;1,51332E+14
anger;none;1,50654E+14
anger;go;1,50243E+14
anger;ima;1,50231E+14
anger;whoa;1,48982E+14
anger;hipster;1,48982E+14
anger;wa;1,48982E+14
anger;flames;1,48982E+14
anger;ridiculousness;1,48982E+14
anger;ruzzle;1,48982E+14
anger;bachelor;1,48982E+14
anger;piercings;1,48982E+14
anger;waist;1,48982E+14
anger;#shit;1,48982E+14
anger;weapon;1,48982E+14
anger;cant;1,48982E+14
anger;coat;1,48982E+14
anger;layin;1,48982E+14
anger;wii;1,48982E+14
anger;nowhere;1,48982E+14
anger;justify;1,48982E+14
anger;offense;1,48982E+14
anger;kevin;1,48982E+14
anger;ana;1,48982E+14
anger;right;1,48441E+14
anger;90;1,4769E+14
anger;ex;1,4769E+14
anger;sub;1,47521E+13
anger;practically;1,46999E+14
anger;ordering;1,46999E+14
anger;liars;1,46805E+14
anger;sack;1,46569E+14
anger;wind;1,46569E+14
anger;bench;1,46275E+14
anger;earrings;1,459E+14
anger;aaron;1,459E+14
anger;business;1,45648E+14
anger;turn;1,45586E+14
anger;trouble;1,45139E+14
anger;actual;1,45052E+14
anger;straight;1,44984E+14
anger;pepsi;1,44717E+14
anger;pockets;1,44717E+14
anger;stare;1,44717E+14
anger;warning;1,44717E+14
anger;welsh;1,44717E+14
anger;email;1,44487E+14
anger;forcing;1,43705E+14
anger;rn;1,43705E+14
anger;hold;1,43329E+14
anger;packers;1,42061E+14
anger;tt;1,42061E+14
anger;cabinet;1,42061E+14
anger;gg;1,42061E+14
anger;80;1,42061E+14
anger;jokes;1,42061E+14
anger;feast;1,42061E+14
anger;4s;1,42061E+14
anger;orthodontist;1,42061E+14
anger;oxygen;1,42061E+14
anger;2am;1,42061E+14
anger;nephews;1,42061E+14
anger;dinners;1,42061E+14
anger;paragraphs;1,42061E+14
anger;dots;1,42061E+14
anger;threats;1,42061E+14
anger;hangs;1,42061E+14
anger;pattern;1,42061E+14
anger;finance;1,42061E+14
anger;daycare;1,42061E+14
anger;if;1,42041E+14
anger;cinema;1,41076E+14
anger;sticks;1,40785E+14
anger;degrees;1,39952E+14
anger;jeans;1,39952E+14
anger;nooo;1,39765E+14
anger;af;1,39636E+14
anger;cus;1,38931E+14
anger;profile;1,38931E+14
anger;celebs;1,38931E+14
anger;rafa;1,38931E+14
anger;relatives;1,38931E+14
anger;dear;1,38838E+14
anger;mates;1,38237E+14
anger;shes;1,38237E+14
anger;throw;1,3806E+14
anger;destroyed;1,37932E+13
anger;seats;1,37932E+13
anger;geez;1,37932E+13
anger;fair;1,3765E+14
anger;sorry;1,37543E+14
anger;#again;1,37147E+14
anger;dis;1,37147E+14
anger;allll;1,37147E+14
anger;boring;1,36515E+14
anger;communication;1,35994E+14
anger;solution;1,35994E+14
anger;mom;1,35888E+14
anger;mornings;1,35696E+14
anger;split;1,35559E+14
anger;#sucks;1,35559E+14
anger;jeez;1,35188E+14
anger;metro;1,35188E+14
anger;craving;1,3487E+14
anger;card;1,34711E+14
anger;minute;1,34015E+14
anger;tall;1,33233E+14
anger;bed;1,32948E+14
anger;else;1,31087E+14
anger;artistic;1,30632E+14
anger;curtis;1,30632E+14
anger;addictive;1,30632E+14
anger;agent;1,30632E+14
anger;overweight;1,30632E+14
anger;violated;1,30632E+14
anger;coworkers;1,30632E+14
anger;dresser;1,30632E+14
anger;footie;1,30632E+14
anger;#stuck;1,30632E+14
anger;#nogood;1,30632E+14
anger;property;1,30632E+14
anger;deserved;1,30632E+14
anger;ull;1,30632E+14
anger;crimbo;1,30632E+14
anger;flour;1,30632E+14
anger;#unity;1,30632E+14
anger;wif;1,30632E+14
anger;kev;1,30632E+14
anger;ikea;1,30632E+14
anger;clinton;1,30632E+14
anger;whisper;1,30632E+14
anger;urself;1,30632E+14
anger;cellphone;1,30632E+14
anger;pouring;1,30632E+14
anger;canvas;1,30632E+14
anger;somthing;1,30632E+14
anger;reserve;1,30632E+14
anger;policy;1,30632E+14
anger;husbands;1,30632E+14
anger;lockdown;1,30632E+14
anger;#nufc;1,30632E+14
anger;somethin;1,30632E+14
anger;discipline;1,30632E+14
anger;ariana;1,30632E+14
anger;possess;1,30632E+14
anger;guidance;1,30632E+14
anger;stickers;1,30632E+14
anger;yeh;1,30632E+14
anger;slick;1,30632E+14
anger;frequent;1,30632E+14
anger;wales;1,30632E+14
anger;weddings;1,30632E+14
anger;urgent;1,30632E+14
anger;tlk;1,30632E+14
anger;sets;1,30632E+14
anger;#ohshit;1,30632E+14
anger;kris;1,30632E+14
anger;buddha;1,30632E+14
anger;spears;1,30632E+14
anger;infinity;1,30632E+14
anger;downfall;1,30632E+14
anger;topped;1,30632E+14
anger;scoop;1,30632E+14
anger;#loneliness;1,30632E+14
anger;take;1,30578E+14
anger;their;1,30207E+14
anger;pictures;1,29737E+14
anger;forgot;1,29591E+14
anger;fool;1,28779E+14
anger;wouldnt;1,28658E+14
anger;parts;1,2852E+14
anger;central;1,28178E+14
anger;bear;1,28178E+14
anger;gym;1,27108E+14
anger;settle;1,27003E+13
anger;muscle;1,27003E+13
anger;soo;1,26914E+14
anger;chip;1,26509E+14
anger;cycle;1,26509E+14
anger;wants;1,26326E+14
anger;wallet;1,26208E+14
anger;gee;1,25859E+14
anger;crush;1,25663E+14
anger;bunch;1,25114E+14
anger;yah;1,24967E+14
anger;lockout;1,24967E+14
anger;house;1,24506E+14
anger;sleeping;1,24432E+14
anger;purpose;1,24382E+14
anger;money;1,24289E+14
anger;totes;1,23664E+14
anger;automatic;1,23664E+14
anger;#letdown;1,23664E+14
anger;site;1,23664E+14
anger;prove;1,23239E+13
anger;bored;1,22402E+14
anger;amused;1,21583E+13
anger;euro;1,21583E+13
anger;bold;1,21583E+13
anger;6pm;1,21583E+13
anger;#lost;1,21583E+13
anger;aspect;1,21583E+13
anger;$5;1,21583E+13
anger;wendy;1,21583E+13
anger;doom;1,21583E+13
anger;noble;1,21583E+13
anger;thirsty;1,20852E+14
anger;#thanks;1,20852E+14
anger;adult;1,20852E+14
anger;dang;1,20692E+14
anger;type;1,2048E+13
anger;not;1,20013E+14
anger;lottery;1,19994E+14
anger;hahaa;1,19994E+14
anger;stresses;1,19994E+14
anger;skipped;1,19994E+14
anger;range;1,19333E+14
anger;across;1,19209E+14
anger;lay;1,18844E+14
anger;stick;1,18631E+14
anger;camera;1,18256E+14
anger;shoes;1,18232E+14
anger;problem;1,18171E+14
anger;dog;1,18072E+14
anger;ours;1,17729E+14
anger;chomping;1,17729E+14
anger;insult;1,17729E+14
anger;theft;1,17729E+14
anger;fri;1,17729E+14
anger;evaluation;1,17729E+14
anger;#unnecessary;1,17729E+14
anger;ugg;1,17729E+14
anger;tooooo;1,17729E+14
anger;#are;1,17729E+14
anger;frequently;1,17729E+14
anger;seminar;1,17729E+14
anger;lightly;1,17729E+14
anger;hatin;1,17729E+14
anger;#butreally;1,17729E+14
anger;welfare;1,17729E+14
anger;#missit;1,17729E+14
anger;infected;1,17729E+14
anger;gracious;1,17729E+14
anger;arctic;1,17729E+14
anger;iam;1,17729E+14
anger;#down;1,17729E+14
anger;spot;1,17729E+14
anger;#comeback;1,17729E+14
anger;objects;1,17729E+14
anger;adrenaline;1,17729E+14
anger;weirdos;1,17729E+14
anger;nope;1,16893E+14
anger;telly;1,16192E+14
anger;ad;1,16192E+14
anger;sleeps;1,16192E+14
anger;sold;1,16034E+14
anger;swing;1,15595E+14
anger;parents;1,15511E+14
anger;anytime;1,15277E+14
anger;duty;1,14849E+14
anger;programs;1,14239E+14
anger;flooded;1,14239E+14
anger;shooter;1,14239E+14
anger;$10;1,14239E+14
anger;minutes;1,13421E+13
anger;call;1,12798E+14
anger;dad;1,12719E+14
anger;75;1,12614E+13
anger;let;1,12557E+14
anger;politics;1,1194E+14
anger;whatever;1,11784E+14
anger;bugs;1,11675E+14
anger;worthless;1,11675E+14
anger;#don;1,11675E+14
anger;hair;1,11122E+14
anger;middle;1,10736E+13
anger;spare;1,10632E+14
anger;cheeky;1,10632E+14
anger;me;1,09419E+14
anger;put;1,08375E+14
anger;#blackops2;1,0816E+12
anger;rushing;1,0816E+12
anger;bricks;1,0816E+12
anger;opponent;1,0816E+12
anger;losses;1,0816E+12
anger;acne;1,0816E+12
anger;peas;1,0816E+12
anger;ditto;1,0816E+12
anger;ricky;1,0816E+12
anger;fudge;1,0816E+12
anger;colleagues;1,0816E+12
anger;bagel;1,0816E+12
anger;destruction;1,0816E+12
anger;concept;1,0816E+12
anger;claire;1,0816E+12
anger;blocks;1,0816E+12
anger;wayy;1,0816E+12
anger;forreal;1,0816E+12
anger;commute;1,0816E+12
anger;false;1,0816E+12
anger;particularly;1,0816E+12
anger;selected;1,0816E+12
anger;demi;1,0816E+12
anger;nicely;1,0816E+12
anger;posters;1,0816E+12
anger;#fire;1,0816E+12
anger;karate;1,0816E+12
anger;principal;1,0816E+12
anger;cheerleading;1,0816E+12
anger;nurses;1,0816E+12
anger;bt;1,0816E+12
anger;audacity;1,0816E+12
anger;pose;1,0816E+12
anger;tells;1,0816E+12
anger;jumps;1,0816E+12
anger;say;1,07496E+14
anger;burning;1,06991E+14
anger;wouldn;1,06991E+14
anger;cod;1,06359E+14
anger;#sadtweet;1,05863E+13
anger;noooo;1,05496E+14
anger;balls;1,05265E+14
anger;knees;1,0499E+14
anger;brothers;1,04808E+14
anger;foot;1,04775E+14
anger;having;1,04509E+14
anger;cuppa;1,04246E+14
anger;partying;1,04246E+14
anger;words;1,03218E+14
anger;#need;1,03044E+14
anger;spicy;1,03044E+14
anger;thursdays;1,03044E+14
anger;volunteer;1,03044E+14
anger;#slut;1,03044E+14
anger;snowing;1,0271E+14
anger;walmart;1,02329E+14
anger;bloke;1,02117E+14
anger;buy;1,01618E+14
anger;bridge;1,01515E+14
anger;shouldn;1,01287E+14
anger;turns;1,01108E+13
anger;inform;1,00779E+14
anger;rex;1,00779E+14
anger;disconnected;1,00779E+14
anger;napping;1,00779E+14
anger;intention;1,00779E+14
anger;sticker;1,00779E+14
anger;statements;1,00779E+14
anger;sherlock;1,00779E+14
anger;struggling;1,00062E+13
anger;difficult;9,97105E+14
anger;replied;9,95015E+14
anger;pll;9,95015E+14
anger;client;9,95015E+14
anger;keep;9,89308E+14
anger;planner;9,86808E+13
anger;ouch;9,86808E+13
anger;ik;9,86808E+13
anger;accent;9,82795E+14
anger;cuz;9,81092E+14
anger;doll;9,76883E+14
anger;beating;9,76883E+14
anger;snows;9,76883E+14
anger;sends;9,76883E+14
anger;lame;9,76883E+14
anger;dads;9,76883E+14
anger;woulda;9,76883E+14
anger;cousins;9,73653E+14
anger;nicki;9,71097E+14
anger;cow;9,69024E+14
anger;answers;9,67309E+14
anger;water;9,67028E+14
anger;leg;9,66321E+14
anger;five;9,66136E+14
anger;heels;9,61112E+14
anger;again;9,57344E+14
anger;cross;9,56258E+14
anger;toaster;9,49143E+14
anger;approximately;9,49143E+14
anger;#wideawake;9,49143E+14
anger;melted;9,49143E+14
anger;regarding;9,49143E+14
anger;tabs;9,49143E+14
anger;appalling;9,49143E+14
anger;#shaking;9,49143E+14
anger;#fuckedup;9,49143E+14
anger;espn;9,49143E+14
anger;tornado;9,49143E+14
anger;painted;9,49143E+14
anger;cage;9,49143E+14
anger;roman;9,49143E+14
anger;lifes;9,49143E+14
anger;dawg;9,49143E+14
anger;give;9,44991E+14
anger;wet;9,30138E+14
anger;naturally;9,28921E+14
anger;nhl;9,28921E+14
anger;sudden;9,25951E+14
anger;pe;9,24112E+14
anger;decided;9,17072E+14
anger;ocd;9,16303E+14
anger;except;9,16303E+14
anger;android;9,16303E+14
anger;lecturer;9,10233E+14
anger;wheel;9,07678E+14
anger;lip;9,0538E+14
anger;publicly;9,01411E+14
anger;commentary;9,01411E+14
anger;illinois;9,01411E+14
anger;tshirt;9,01411E+14
anger;icon;9,01411E+14
anger;attempted;9,01411E+14
anger;box;9,01411E+14
anger;survivor;9,01411E+14
anger;fixing;9,01411E+14
anger;fuss;9,01411E+14
anger;tn;9,01411E+14
anger;road;9,00451E+14
anger;truck;8,96062E+14
anger;record;8,92911E+14
anger;talks;8,91986E+14
anger;pathetic;8,90291E+14
anger;leather;8,87415E+14
anger;pad;8,87415E+14
anger;treat;8,82532E+14
anger;hangout;8,80728E+14
anger;mondays;8,80728E+14
anger;reason;8,78369E+14
anger;convo;8,7681E+13
anger;snap;8,72417E+14
anger;shortest;8,61807E+14
anger;humming;8,61807E+14
anger;loans;8,61807E+14
anger;dese;8,61807E+14
anger;pets;8,61807E+14
anger;suspicious;8,61807E+14
anger;downs;8,61807E+14
anger;emma;8,61807E+14
anger;notices;8,61807E+14
anger;neva;8,61807E+14
anger;flavour;8,61807E+14
anger;pros;8,61807E+14
anger;630;8,61807E+14
anger;crosby;8,61807E+14
anger;ba;8,61807E+14
anger;requested;8,61807E+14
anger;washes;8,61807E+14
anger;suite;8,61807E+14
anger;poppin;8,61807E+14
anger;youuuu;8,61807E+14
anger;meter;8,61807E+14
anger;brb;8,61807E+14
anger;eugh;8,61807E+14
anger;consuming;8,61807E+14
anger;chops;8,61807E+14
anger;sterling;8,61807E+14
anger;nra;8,61807E+14
anger;cement;8,61807E+14
anger;breakup;8,61807E+14
anger;certificate;8,61807E+14
anger;revised;8,61807E+14
anger;blades;8,61807E+14
anger;bullies;8,61807E+14
anger;#hahaha;8,61807E+14
anger;sloth;8,61807E+14
anger;filter;8,61807E+14
anger;$20;8,61807E+14
anger;purchasing;8,61807E+14
anger;fin;8,61807E+14
anger;chanel;8,61807E+14
anger;lawyers;8,61807E+14
anger;unpredictable;8,61807E+14
anger;underrated;8,61807E+14
anger;thee;8,61807E+14
anger;sweatshirt;8,61807E+14
anger;$40;8,61807E+14
anger;hamlet;8,61807E+14
anger;sheesh;8,61807E+14
anger;wiv;8,61807E+14
anger;#iwish;8,61807E+14
anger;cave;8,61807E+14
anger;contacted;8,61807E+14
anger;73;8,61807E+14
anger;robinson;8,61807E+14
anger;directioners;8,61807E+14
anger;pump;8,61807E+14
anger;theres;8,58027E+14
anger;isn;8,56258E+14
anger;mean;8,55559E+14
anger;mistakes;8,53905E+14
anger;everything;8,52308E+14
anger;ignorance;8,4443E+14
anger;add;8,42587E+14
anger;ring;8,39935E+13
anger;menu;8,3895E+14
anger;abs;8,3895E+14
anger;instead;8,3895E+14
anger;marks;8,32863E+14
anger;option;8,28418E+14
anger;spray;8,28418E+14
anger;laura;8,28418E+14
anger;falcons;8,28418E+14
anger;meals;8,28418E+14
anger;independent;8,28418E+14
anger;dogs;8,28418E+14
anger;acknowledge;8,28418E+14
anger;window;8,26805E+14
anger;heat;8,26065E+14
anger;doctors;8,23356E+13
anger;gate;8,18423E+14
anger;skipping;8,18423E+14
anger;blowing;8,16484E+14
anger;gosh;8,11378E+14
anger;level;8,04997E+14
anger;sometimes;8,03402E+13
anger;#boredom;7,99887E+14
anger;#awks;7,99887E+14
anger;handled;7,99887E+14
anger;mn;7,99887E+14
anger;fedex;7,99887E+14
anger;md;7,99887E+14
anger;merlin;7,99887E+14
anger;intend;7,99887E+14
anger;elena;7,99887E+14
anger;textbooks;7,99887E+14
anger;behalf;7,99887E+14
anger;shipped;7,99887E+14
anger;bedroom;7,99887E+14
anger;wrists;7,99887E+14
anger;flickering;7,99887E+14
anger;rethink;7,99887E+14
anger;summit;7,99887E+14
anger;uc;7,99887E+14
anger;#murder;7,99887E+14
anger;#honestly;7,99887E+14
anger;bonus;7,99887E+14
anger;fiction;7,99887E+14
anger;edited;7,99887E+14
anger;betrayed;7,99887E+14
anger;#seriouslythough;7,99887E+14
anger;procrastinate;7,99887E+14
anger;meg;7,99887E+14
anger;hits;7,99887E+14
anger;05;7,99887E+14
anger;claimed;7,99887E+14
anger;youuu;7,99887E+14
anger;#ignored;7,99887E+14
anger;reduced;7,99887E+14
anger;pull;7,96971E+14
anger;disappointed;7,91277E+14
anger;name;7,90515E+14
anger;goes;7,89604E+14
anger;half;7,86772E+14
anger;places;7,79887E+14
anger;15;7,75884E+14
anger;peak;7,75226E+12
anger;offended;7,75226E+12
anger;mud;7,75226E+12
anger;sheet;7,67733E+14
anger;dishes;7,67733E+14
anger;smaller;7,67733E+14
anger;nothing;7,64564E+14
anger;cutting;7,64109E+14
anger;mile;7,61972E+14
anger;extra;7,60563E+14
anger;sentence;7,59564E+14
anger;adams;7,53698E+14
anger;responded;7,53698E+14
anger;apt;7,53698E+14
anger;teammates;7,53698E+14
anger;makeup;7,53698E+14
anger;damon;7,53698E+14
anger;omggg;7,53698E+14
anger;beta;7,53698E+14
anger;12am;7,53698E+14
anger;60%;7,53698E+14
anger;nuclear;7,53698E+14
anger;towel;7,53698E+14
anger;#too;7,53698E+14
anger;bottled;7,53698E+14
anger;lyk;7,53698E+14
anger;counselor;7,53698E+14
anger;paste;7,53698E+14
anger;single;7,42215E+14
anger;you;7,38869E+14
anger;pick;7,35933E+14
anger;gna;7,3474E+14
anger;rabbit;7,3474E+14
anger;drown;7,3474E+14
anger;red;7,3363E+14
anger;#typical;7,28914E+14
anger;ones;7,22529E+14
anger;barca;7,17919E+14
anger;blaming;7,17919E+14
anger;polite;7,17919E+14
anger;#letsgo;7,17919E+14
anger;#sosad;7,17919E+14
anger;ow;7,17919E+14
anger;permanently;7,17919E+14
anger;partners;7,17919E+14
anger;hen;7,17919E+14
anger;2%;7,17919E+14
anger;#bible;7,17919E+14
anger;favorites;7,17919E+14
anger;stale;7,17919E+14
anger;bud;7,0772E+14
anger;el;7,0772E+14
anger;thanks;7,03338E+14
anger;takin;7,02893E+14
anger;persons;7,02893E+14
anger;drop;7,00666E+13
anger;bars;6,98234E+14
anger;now;6,9792E+14
anger;same;6,94467E+14
anger;chased;6,89389E+14
anger;pimple;6,89389E+14
anger;overnight;6,89389E+14
anger;quietly;6,89389E+14
anger;robot;6,89389E+14
anger;lush;6,89389E+14
anger;ds;6,89389E+14
anger;hayes;6,89389E+14
anger;#comeon;6,89389E+14
anger;accidently;6,89389E+14
anger;approve;6,89389E+14
anger;colder;6,89389E+14
anger;gawd;6,89389E+14
anger;restaurants;6,89389E+14
anger;cracker;6,89389E+14
anger;storage;6,89389E+14
anger;satan;6,89389E+14
anger;warn;6,89389E+14
anger;passionate;6,89389E+14
anger;strikes;6,89389E+14
anger;putting;6,88228E+14
anger;em;6,85504E+14
anger;determined;6,77186E+13
anger;treadmill;6,77186E+13
anger;ceiling;6,73376E+14
anger;muffin;6,66106E+14
anger;permit;6,66106E+14
anger;derek;6,66106E+14
anger;#wrong;6,66106E+14
anger;slice;6,66106E+14
anger;#notfun;6,66106E+14
anger;hid;6,66106E+14
anger;#justsaying;6,66106E+14
anger;hamster;6,66106E+14
anger;even;6,5557E+14
anger;character;6,50351E+13
anger;who;6,49693E+14
anger;tonights;6,46745E+14
anger;writers;6,46745E+14
anger;offering;6,46745E+14
anger;grows;6,46745E+14
anger;20;6,46113E+14
anger;sheets;6,40996E+14
anger;over;6,3952E+14
anger;electric;6,38238E+13
anger;understands;6,38238E+13
anger;word;6,34555E+14
anger;disagree;6,30391E+14
anger;programme;6,30391E+14
anger;height;6,30391E+14
anger;crowded;6,30391E+14
anger;themselves;6,28098E+14
anger;do;6,19867E+14
anger;climb;6,16396E+14
anger;nuggets;6,16396E+14
anger;projects;6,16396E+14
anger;forces;6,16396E+14
anger;compare;6,10128E+14
anger;missing;6,07155E+14
